,Gesture,Handedness,Landmarks
0,Open,Left,"[(0.6957711577415466, 0.5157299041748047, 2.0539275169539906e-07), (0.6676132678985596, 0.4897676706314087, -0.012368575669825077), (0.6499329209327698, 0.446786105632782, -0.018014531582593918), (0.642814040184021, 0.41145801544189453, -0.02273847721517086), (0.6323949694633484, 0.38292789459228516, -0.02739349566400051), (0.681665301322937, 0.38910746574401855, -0.009285364300012589), (0.6791265606880188, 0.3413838744163513, -0.018559519201517105), (0.678936779499054, 0.3103921413421631, -0.026602474972605705), (0.6808773279190063, 0.2843126952648163, -0.03291880339384079), (0.705216109752655, 0.38802942633628845, -0.011794360354542732), (0.7156247496604919, 0.33460313081741333, -0.01904107630252838), (0.7233262062072754, 0.3017059862613678, -0.0262640081346035), (0.7302696704864502, 0.2743469476699829, -0.031941551715135574), (0.7248854637145996, 0.39945781230926514, -0.01637081988155842), (0.7368298172950745, 0.3490443229675293, -0.025677479803562164), (0.7446510791778564, 0.31835341453552246, -0.03217214718461037), (0.750724732875824, 0.29022955894470215, -0.03712935000658035), (0.741779625415802, 0.4206542670726776, -0.022090164944529533), (0.7570720911026001, 0.3880936801433563, -0.031105753034353256), (0.7671170830726624, 0.3671448528766632, -0.034508347511291504), (0.7748339772224426, 0.346640408039093, -0.03694549947977066)]"
1,Open,Left,"[(0.6951896548271179, 0.5128017067909241, 2.1989818321799248e-07), (0.6657277345657349, 0.48718512058258057, -0.012186864390969276), (0.6479102969169617, 0.4447617530822754, -0.017689410597085953), (0.6405649781227112, 0.40961721539497375, -0.022239459678530693), (0.6295717358589172, 0.3821270167827606, -0.026671823114156723), (0.6788318157196045, 0.386326402425766, -0.008818822912871838), (0.6771760582923889, 0.3392907381057739, -0.017633549869060516), (0.6775464415550232, 0.3092837929725647, -0.025372780859470367), (0.6798388361930847, 0.2841634154319763, -0.031435541808605194), (0.7025190591812134, 0.38573598861694336, -0.011161183007061481), (0.7130597829818726, 0.33269208669662476, -0.018041905015707016), (0.7210249900817871, 0.2998141944408417, -0.025115687400102615), (0.728320300579071, 0.27218329906463623, -0.03067117929458618), (0.7223190069198608, 0.3975043296813965, -0.015565133653581142), (0.7340217232704163, 0.3477417230606079, -0.024859797209501266), (0.7417789101600647, 0.31725138425827026, -0.03166325017809868), (0.7477770447731018, 0.28923848271369934, -0.03674068674445152), (0.7396067380905151, 0.41864556074142456, -0.02103891782462597), (0.755496621131897, 0.3868989050388336, -0.030094049870967865), (0.7658597230911255, 0.36630916595458984, -0.03371055796742439), (0.7739087343215942, 0.3459934592247009, -0.036245375871658325)]"
2,Open,Left,"[(0.6951643228530884, 0.5122324824333191, 2.1886886258926097e-07), (0.6673630475997925, 0.4865882396697998, -0.013212277553975582), (0.6494393348693848, 0.4453338384628296, -0.019680272787809372), (0.6411750316619873, 0.4100765883922577, -0.02513672411441803), (0.6296791434288025, 0.38162538409233093, -0.030459128320217133), (0.680822491645813, 0.38652151823043823, -0.009744258597493172), (0.6782490611076355, 0.3395897448062897, -0.019401736557483673), (0.6778551340103149, 0.30944427847862244, -0.027886265888810158), (0.6796298623085022, 0.28371331095695496, -0.03454919159412384), (0.7036265730857849, 0.38559502363204956, -0.012023283168673515), (0.7138833999633789, 0.33266621828079224, -0.019723117351531982), (0.7214748859405518, 0.30009302496910095, -0.02734033763408661), (0.7282742857933044, 0.2724703848361969, -0.033278945833444595), (0.7229511141777039, 0.3969910144805908, -0.01648125797510147), (0.7347633838653564, 0.3474353849887848, -0.026336312294006348), (0.7424446940422058, 0.3169059157371521, -0.03321460634469986), (0.7482488751411438, 0.28877416253089905, -0.03835129365324974), (0.7401331067085266, 0.418008029460907, -0.02214815840125084), (0.756066620349884, 0.3863845765590668, -0.03152180835604668), (0.7664994597434998, 0.36584675312042236, -0.035159964114427567), (0.7745607495307922, 0.3457147479057312, -0.03772915527224541)]"
3,Open,Left,"[(0.6966093182563782, 0.5127776861190796, 2.1533099925363786e-07), (0.6681371927261353, 0.4867979884147644, -0.012719946913421154), (0.6505347490310669, 0.444333553314209, -0.018910443410277367), (0.6426573991775513, 0.40893104672431946, -0.024148665368556976), (0.6313965916633606, 0.3800475597381592, -0.02924676612019539), (0.6814950108528137, 0.38620561361312866, -0.009794019162654877), (0.6786203980445862, 0.33777010440826416, -0.01950210891664028), (0.6783344745635986, 0.3071861267089844, -0.027897659689188004), (0.6800464391708374, 0.28114861249923706, -0.03436998277902603), (0.7050719857215881, 0.3855200409889221, -0.012193764559924603), (0.7148142457008362, 0.3318822383880615, -0.019912447780370712), (0.7225582003593445, 0.2985353469848633, -0.027621572837233543), (0.7296979427337646, 0.2700977325439453, -0.033600352704524994), (0.7249853610992432, 0.39699509739875793, -0.01665872149169445), (0.7363247871398926, 0.34641215205192566, -0.026419635862112045), (0.7444100379943848, 0.3153248429298401, -0.033228203654289246), (0.7505723237991333, 0.2867896556854248, -0.038272276520729065), (0.7425205707550049, 0.41795191168785095, -0.022255361080169678), (0.7577557563781738, 0.3852175772190094, -0.03144468367099762), (0.7677920460700989, 0.36410897970199585, -0.0348399393260479), (0.7752676606178284, 0.3435416519641876, -0.03717152401804924)]"
4,Open,Left,"[(0.6960574388504028, 0.514331579208374, 2.121766442542139e-07), (0.668423056602478, 0.4872487187385559, -0.012023907154798508), (0.651273787021637, 0.44464176893234253, -0.017857113853096962), (0.6437989473342896, 0.4096667766571045, -0.02299685962498188), (0.6334268450737, 0.38060301542282104, -0.027985159307718277), (0.6824884414672852, 0.38630950450897217, -0.007974815554916859), (0.6800200343132019, 0.33875101804733276, -0.017622550949454308), (0.6797220706939697, 0.30833759903907776, -0.026187056675553322), (0.6815738677978516, 0.28229695558547974, -0.03280283138155937), (0.7057027816772461, 0.3854028582572937, -0.010829348117113113), (0.7159566283226013, 0.3318464159965515, -0.018340712413191795), (0.7234413027763367, 0.29868146777153015, -0.02596820704638958), (0.7302929759025574, 0.27062320709228516, -0.03192490339279175), (0.7253807783126831, 0.3965977728366852, -0.015840111300349236), (0.7374914884567261, 0.346346378326416, -0.02504741959273815), (0.745173990726471, 0.31550195813179016, -0.03144535422325134), (0.7510707378387451, 0.287249356508255, -0.03631404787302017), (0.7427354454994202, 0.41752123832702637, -0.022061316296458244), (0.7584922909736633, 0.3850339353084564, -0.030606616288423538), (0.7684536576271057, 0.3634673058986664, -0.03368895873427391), (0.7759410738945007, 0.34249213337898254, -0.035903144627809525)]"
5,Open,Left,"[(0.6978357434272766, 0.5123011469841003, 2.0606233874786994e-07), (0.6689249277114868, 0.48574602603912354, -0.01207907684147358), (0.6513192057609558, 0.4421408772468567, -0.017576998099684715), (0.6441777944564819, 0.40659385919570923, -0.022261878475546837), (0.6336275339126587, 0.3781661093235016, -0.026866698637604713), (0.682713508605957, 0.3837394714355469, -0.00833344180136919), (0.6807371973991394, 0.3364272713661194, -0.01759439706802368), (0.6807566285133362, 0.30703043937683105, -0.0257433969527483), (0.6824657320976257, 0.28228259086608887, -0.03205716982483864), (0.7065185904502869, 0.38351869583129883, -0.011060776188969612), (0.7172644138336182, 0.3301604986190796, -0.0183430053293705), (0.7248217463493347, 0.29730015993118286, -0.025965441018342972), (0.7314664721488953, 0.2693701386451721, -0.031869933009147644), (0.7265229821205139, 0.39512649178504944, -0.015887834131717682), (0.7381991147994995, 0.3445727527141571, -0.02531799115240574), (0.7458986043930054, 0.3134717345237732, -0.03220999985933304), (0.7519199848175049, 0.2846410274505615, -0.03737754374742508), (0.743940532207489, 0.416193425655365, -0.0218262430280447), (0.7586017847061157, 0.3836607038974762, -0.030878935009241104), (0.7688128352165222, 0.36293819546699524, -0.03436831384897232), (0.7770251035690308, 0.34271174669265747, -0.036825992166996)]"
6,Open,Left,"[(0.6987639665603638, 0.5115512609481812, 2.2185486159287393e-07), (0.6692525148391724, 0.4858953356742859, -0.01353196520358324), (0.6507246494293213, 0.4439539909362793, -0.01993067003786564), (0.6428940892219543, 0.4081868529319763, -0.025336923077702522), (0.6322375535964966, 0.37827715277671814, -0.030561868101358414), (0.6826432347297668, 0.38519033789634705, -0.009571396745741367), (0.6799986362457275, 0.3372378349304199, -0.01960461400449276), (0.6797457337379456, 0.30674073100090027, -0.028376145288348198), (0.681681752204895, 0.2804622948169708, -0.03513257950544357), (0.7063224911689758, 0.3841181695461273, -0.011811992153525352), (0.7164530158042908, 0.3306155204772949, -0.019801359623670578), (0.7239735126495361, 0.29722005128860474, -0.02779102697968483), (0.730999767780304, 0.26824820041656494, -0.03398999944329262), (0.7261488437652588, 0.3949960470199585, -0.016319578513503075), (0.7380849123001099, 0.34501737356185913, -0.02632770873606205), (0.7461448907852173, 0.314226895570755, -0.03329923003911972), (0.7524648904800415, 0.2855457365512848, -0.03843959420919418), (0.7436625361442566, 0.415233850479126, -0.022095220163464546), (0.7589133381843567, 0.38290080428123474, -0.03157434239983559), (0.7690373063087463, 0.3619794249534607, -0.03517238795757294), (0.7768371105194092, 0.34130096435546875, -0.0376286506652832)]"
7,Open,Left,"[(0.6978615522384644, 0.5135330557823181, 2.1260653682020347e-07), (0.6684408783912659, 0.4872165024280548, -0.012215337716042995), (0.6501196026802063, 0.4440436363220215, -0.017716635018587112), (0.6429814100265503, 0.4080979526042938, -0.022271448746323586), (0.6326302289962769, 0.37956568598747253, -0.02672165259718895), (0.6830916404724121, 0.3859960436820984, -0.008944335393607616), (0.6799690127372742, 0.3380325138568878, -0.018273746594786644), (0.6799336075782776, 0.30756300687789917, -0.02642938122153282), (0.6821908354759216, 0.2821353077888489, -0.03270675614476204), (0.7070449590682983, 0.38549625873565674, -0.011298728175461292), (0.7170148491859436, 0.3317705988883972, -0.018758166581392288), (0.7245017290115356, 0.2982546389102936, -0.02634524740278721), (0.7313845157623291, 0.27015596628189087, -0.03221610561013222), (0.7270604372024536, 0.3964926600456238, -0.01572994701564312), (0.7381391525268555, 0.3462359607219696, -0.025321662425994873), (0.7456318140029907, 0.31459590792655945, -0.03235498443245888), (0.7514789700508118, 0.2861413359642029, -0.03754304349422455), (0.7444500923156738, 0.41650819778442383, -0.021241536363959312), (0.75910484790802, 0.38398849964141846, -0.030454225838184357), (0.7689341902732849, 0.3630497455596924, -0.0342043973505497), (0.776620626449585, 0.34288305044174194, -0.03678501397371292)]"
8,Open,Left,"[(0.6975306272506714, 0.5152207016944885, 2.1556253670951264e-07), (0.667812705039978, 0.4884464740753174, -0.012585978023707867), (0.6496647000312805, 0.44462835788726807, -0.01844100095331669), (0.6423412561416626, 0.4083886742591858, -0.023377789184451103), (0.6312499642372131, 0.3793583810329437, -0.028268348425626755), (0.6818124651908875, 0.3849602937698364, -0.008868052624166012), (0.6790815591812134, 0.3366733491420746, -0.018231188878417015), (0.678859531879425, 0.30573132634162903, -0.026549456641077995), (0.6806822419166565, 0.2794938385486603, -0.03311414644122124), (0.7057874798774719, 0.3840115964412689, -0.011533569544553757), (0.7160735130310059, 0.3304710388183594, -0.019015975296497345), (0.7234532237052917, 0.2968181073665619, -0.026875924319028854), (0.730000913143158, 0.2682756781578064, -0.033036086708307266), (0.7257405519485474, 0.3957127630710602, -0.016328131780028343), (0.7374427914619446, 0.3446321189403534, -0.026006992906332016), (0.7452114224433899, 0.3133741021156311, -0.033076271414756775), (0.7512245774269104, 0.2843601703643799, -0.03842464089393616), (0.743003249168396, 0.4172903597354889, -0.02226218953728676), (0.7580668926239014, 0.38412708044052124, -0.03156799077987671), (0.7683172225952148, 0.3630746901035309, -0.0352303721010685), (0.7764655351638794, 0.34241580963134766, -0.037850093096494675)]"
9,Open,Left,"[(0.6949476003646851, 0.5118215084075928, 2.2038388181044866e-07), (0.6667299270629883, 0.48560595512390137, -0.012804919853806496), (0.6492597460746765, 0.44320520758628845, -0.018900742754340172), (0.6417962908744812, 0.4082215428352356, -0.024153459817171097), (0.6307755708694458, 0.3795958459377289, -0.029366349801421165), (0.6802463531494141, 0.3840913772583008, -0.009364813566207886), (0.6780679225921631, 0.33594733476638794, -0.019387204200029373), (0.6783639788627625, 0.30530497431755066, -0.028094913810491562), (0.6807255744934082, 0.2790646553039551, -0.03477054834365845), (0.7042156457901001, 0.38334929943084717, -0.011969616636633873), (0.7146565914154053, 0.32976484298706055, -0.019733862951397896), (0.7223438620567322, 0.2966490089893341, -0.02751712128520012), (0.7293336391448975, 0.2680644690990448, -0.0335460901260376), (0.7245141267776489, 0.3945481479167938, -0.016742359846830368), (0.7363184690475464, 0.34378963708877563, -0.0262826606631279), (0.7440572381019592, 0.31301864981651306, -0.032756954431533813), (0.7500242590904236, 0.28422224521636963, -0.037662021815776825), (0.7423686385154724, 0.4152458906173706, -0.022763321176171303), (0.7575429677963257, 0.3828979730606079, -0.03163542598485947), (0.767540693283081, 0.36228346824645996, -0.03469490632414818), (0.7751835584640503, 0.3421376347541809, -0.03685866668820381)]"
