,Gesture,Handedness,Landmarks
0,Open,Right,"[(0.41009727120399475, 0.543236494064331, 1.854828326486313e-07), (0.44311749935150146, 0.5161990523338318, -0.012707986868917942), (0.4585244953632355, 0.4644709825515747, -0.014440864324569702), (0.4639829397201538, 0.42279815673828125, -0.01565672643482685), (0.47217103838920593, 0.39454951882362366, -0.01662369817495346), (0.4283696711063385, 0.40416672825813293, -0.0007348635117523372), (0.4268370270729065, 0.35790321230888367, -0.00715359253808856), (0.4231260120868683, 0.3288341760635376, -0.014754067175090313), (0.418134480714798, 0.30416327714920044, -0.020915832370519638), (0.4070895314216614, 0.4024313986301422, -0.0011605463223531842), (0.4043925106525421, 0.34675562381744385, -0.006839761044830084), (0.40126195549964905, 0.3124699592590332, -0.014313241466879845), (0.3970179259777069, 0.28446054458618164, -0.020013859495520592), (0.3881562650203705, 0.41172048449516296, -0.004102284088730812), (0.38385993242263794, 0.36019614338874817, -0.011165578849613667), (0.38117846846580505, 0.327949583530426, -0.018048418685793877), (0.37772440910339355, 0.2999967932701111, -0.022924227640032768), (0.3697454333305359, 0.42970362305641174, -0.008595725521445274), (0.36522984504699707, 0.3896207809448242, -0.015742691233754158), (0.362567663192749, 0.3638054132461548, -0.019640227779746056), (0.36015555262565613, 0.3380873203277588, -0.022380981594324112)]"
1,Open,Right,"[(0.40129896998405457, 0.5531308054924011, 1.7882942415781145e-07), (0.4352400600910187, 0.5266924500465393, -0.015263155102729797), (0.44996005296707153, 0.4766187369823456, -0.01785426214337349), (0.45163917541503906, 0.43316808342933655, -0.019604958593845367), (0.45697033405303955, 0.4010374844074249, -0.020818553864955902), (0.4251385033130646, 0.41670432686805725, -0.0010887543903663754), (0.42375004291534424, 0.36936846375465393, -0.008496565744280815), (0.4196826219558716, 0.340787798166275, -0.0169726200401783), (0.4143872559070587, 0.31528839468955994, -0.02369498275220394), (0.40393197536468506, 0.41333436965942383, -0.00018188648391515017), (0.40267571806907654, 0.3593940734863281, -0.006694754119962454), (0.39991116523742676, 0.32443153858184814, -0.014869309961795807), (0.39652779698371887, 0.2948141098022461, -0.021087922155857086), (0.3849868178367615, 0.4214324355125427, -0.0022030232939869165), (0.38274040818214417, 0.3690737187862396, -0.010226208716630936), (0.38091370463371277, 0.33653464913368225, -0.017317654564976692), (0.3783310055732727, 0.307900071144104, -0.02215511165559292), (0.36624351143836975, 0.4389796853065491, -0.005982026923447847), (0.36361363530158997, 0.397844135761261, -0.014276869595050812), (0.36231449246406555, 0.37158071994781494, -0.018751518800854683), (0.360961377620697, 0.3457362949848175, -0.021676169708371162)]"
2,Open,Right,"[(0.3881679177284241, 0.5675863027572632, 1.8548298896803317e-07), (0.4222143888473511, 0.5412606000900269, -0.016970178112387657), (0.4398385286331177, 0.4926852285861969, -0.02135271206498146), (0.44344204664230347, 0.4491701126098633, -0.02455317974090576), (0.4475094676017761, 0.4144790768623352, -0.027200868353247643), (0.4143409729003906, 0.43107160925865173, -0.005208578892052174), (0.4150165617465973, 0.383186012506485, -0.014281438663601875), (0.41174477338790894, 0.35430002212524414, -0.023555362597107887), (0.40679165720939636, 0.32894250750541687, -0.030432745814323425), (0.39295926690101624, 0.4283357262611389, -0.004053136799484491), (0.39331701397895813, 0.3736448287963867, -0.011538282968103886), (0.39096152782440186, 0.338522732257843, -0.01986907422542572), (0.38739675283432007, 0.30901938676834106, -0.026104988530278206), (0.3736710250377655, 0.43709877133369446, -0.005815806798636913), (0.3723272383213043, 0.3847786784172058, -0.014299947768449783), (0.37088608741760254, 0.3529646098613739, -0.020965930074453354), (0.36836379766464233, 0.32519206404685974, -0.02542472630739212), (0.3544864058494568, 0.45497286319732666, -0.009461364708840847), (0.35191404819488525, 0.41371405124664307, -0.01806563138961792), (0.35071682929992676, 0.3866872787475586, -0.02227422036230564), (0.34947898983955383, 0.3603525161743164, -0.024830007925629616)]"
3,Open,Right,"[(0.38416987657546997, 0.5640520453453064, 1.9467685774543497e-07), (0.41814059019088745, 0.5387190580368042, -0.017107581719756126), (0.4364735782146454, 0.49040964245796204, -0.02090289629995823), (0.440409392118454, 0.4473910331726074, -0.023344144225120544), (0.43995150923728943, 0.4144077003002167, -0.02535659447312355), (0.41234904527664185, 0.430396169424057, -0.005768814589828253), (0.4134789705276489, 0.3836427628993988, -0.014422695152461529), (0.410381555557251, 0.3551010489463806, -0.023480501025915146), (0.4056365489959717, 0.32954922318458557, -0.030257245525717735), (0.39070314168930054, 0.42723098397254944, -0.004162407014518976), (0.3913932144641876, 0.3739350438117981, -0.011296575888991356), (0.389743447303772, 0.33906418085098267, -0.019461268559098244), (0.3871926963329315, 0.3100660443305969, -0.025665288791060448), (0.37077197432518005, 0.4354693293571472, -0.005422493908554316), (0.3691650927066803, 0.3840080201625824, -0.013374857604503632), (0.3679618239402771, 0.3522489070892334, -0.020004866644740105), (0.36639076471328735, 0.32519784569740295, -0.024570051580667496), (0.3508839011192322, 0.45247504115104675, -0.008615325205028057), (0.3476790189743042, 0.4115663468837738, -0.016791846603155136), (0.34637436270713806, 0.3848702907562256, -0.021024692803621292), (0.34555041790008545, 0.3591946065425873, -0.0237277839332819)]"
4,Open,Right,"[(0.38606342673301697, 0.5775959491729736, 1.7727980150539224e-07), (0.4190519154071808, 0.5505011081695557, -0.016287116333842278), (0.43524599075317383, 0.5019198656082153, -0.020861288532614708), (0.43651971220970154, 0.45995813608169556, -0.02424340881407261), (0.4388190805912018, 0.4261537194252014, -0.02718506008386612), (0.4114001393318176, 0.44133666157722473, -0.00743096275255084), (0.4117315411567688, 0.3941168785095215, -0.017281772568821907), (0.40908798575401306, 0.3653649687767029, -0.026609646156430244), (0.40524032711982727, 0.3411967158317566, -0.03329275920987129), (0.3887381851673126, 0.4393821656703949, -0.00682133948430419), (0.38826265931129456, 0.38414883613586426, -0.014827919192612171), (0.38646501302719116, 0.3499695062637329, -0.022767718881368637), (0.3838873505592346, 0.32245126366615295, -0.028534941375255585), (0.36858800053596497, 0.44881460070610046, -0.008917922154068947), (0.36609649658203125, 0.39663633704185486, -0.017558591440320015), (0.3648621141910553, 0.36499640345573425, -0.023886948823928833), (0.3631947338581085, 0.3379051983356476, -0.028154561296105385), (0.34889909625053406, 0.4676753878593445, -0.012786046601831913), (0.34499770402908325, 0.42710229754447937, -0.021345946937799454), (0.3438072204589844, 0.4002264440059662, -0.025328408926725388), (0.3432247042655945, 0.3741951584815979, -0.027751466259360313)]"
5,Open,Right,"[(0.38748833537101746, 0.5855110287666321, 1.7505918492588535e-07), (0.4208078384399414, 0.5590019226074219, -0.015287485904991627), (0.43732720613479614, 0.5108189582824707, -0.01863870956003666), (0.4388745129108429, 0.46944382786750793, -0.02089456468820572), (0.4420510232448578, 0.43699949979782104, -0.022834401577711105), (0.41319552063941956, 0.4533993899822235, -0.005325778853148222), (0.4151246249675751, 0.40864697098731995, -0.013806890696287155), (0.4140603542327881, 0.3800991475582123, -0.022340713068842888), (0.411687970161438, 0.35401707887649536, -0.028969189152121544), (0.3915858566761017, 0.45012837648391724, -0.004732122644782066), (0.39214879274368286, 0.39702463150024414, -0.012107067741453648), (0.39067596197128296, 0.36423996090888977, -0.020024077966809273), (0.38846006989479065, 0.3358479142189026, -0.0260528102517128), (0.37210813164711, 0.45820367336273193, -0.006728915963321924), (0.37101659178733826, 0.40775614976882935, -0.015249406918883324), (0.3705556094646454, 0.3762613534927368, -0.022020019590854645), (0.3696020245552063, 0.3480696678161621, -0.026742229238152504), (0.35316628217697144, 0.4751792550086975, -0.01037394255399704), (0.35051628947257996, 0.435260534286499, -0.019035058096051216), (0.34994256496429443, 0.40907084941864014, -0.02334522269666195), (0.34981414675712585, 0.38280147314071655, -0.026203034445643425)]"
6,Open,Right,"[(0.3954385817050934, 0.5897225141525269, 2.010819457609614e-07), (0.42792457342147827, 0.5618528127670288, -0.01529767643660307), (0.44340288639068604, 0.5141547918319702, -0.018681874498724937), (0.44469931721687317, 0.47273558378219604, -0.020896082744002342), (0.4461599886417389, 0.43944621086120605, -0.022789500653743744), (0.41851961612701416, 0.4580409526824951, -0.005244617350399494), (0.42044541239738464, 0.41311073303222656, -0.013813490979373455), (0.41952088475227356, 0.3843643367290497, -0.022495366632938385), (0.41717445850372314, 0.3581754267215729, -0.029019104316830635), (0.39716169238090515, 0.45556801557540894, -0.004527664743363857), (0.39740198850631714, 0.40280866622924805, -0.011858122423291206), (0.39625853300094604, 0.36890149116516113, -0.019767150282859802), (0.39438483119010925, 0.33980992436408997, -0.025609487667679787), (0.37768998742103577, 0.4639712870121002, -0.006415797863155603), (0.3757546842098236, 0.41304874420166016, -0.014777661301195621), (0.37541112303733826, 0.38080331683158875, -0.02150159887969494), (0.3749527335166931, 0.352655291557312, -0.025993140414357185), (0.35903191566467285, 0.4810425639152527, -0.009959897957742214), (0.3558511435985565, 0.44087573885917664, -0.018407387658953667), (0.355232834815979, 0.41420114040374756, -0.022572237998247147), (0.35554683208465576, 0.3881148397922516, -0.02516227588057518)]"
7,Open,Right,"[(0.3999917507171631, 0.5894978642463684, 1.9140092888392246e-07), (0.43175560235977173, 0.5612665414810181, -0.015072253532707691), (0.44581133127212524, 0.5116758942604065, -0.018345488235354424), (0.44644877314567566, 0.4702357053756714, -0.02050664648413658), (0.4469480514526367, 0.43732988834381104, -0.022384699434041977), (0.42009371519088745, 0.45689114928245544, -0.005691575352102518), (0.4211941957473755, 0.41159772872924805, -0.014552435837686062), (0.4196253716945648, 0.38265758752822876, -0.023276470601558685), (0.41666343808174133, 0.3567783236503601, -0.029790140688419342), (0.3987996578216553, 0.4547278881072998, -0.005284248851239681), (0.3982861042022705, 0.4008576273918152, -0.012716126628220081), (0.39611756801605225, 0.36694231629371643, -0.02046777494251728), (0.3930792808532715, 0.3383866250514984, -0.026204707100987434), (0.37965914607048035, 0.46376922726631165, -0.007458254229277372), (0.3769642412662506, 0.412628173828125, -0.015793798491358757), (0.37578150629997253, 0.3804158866405487, -0.022305987775325775), (0.37415239214897156, 0.35236072540283203, -0.026756050065159798), (0.36126378178596497, 0.48158472776412964, -0.011263490654528141), (0.35761314630508423, 0.4415176510810852, -0.01966506615281105), (0.3565244674682617, 0.41453585028648376, -0.02367194928228855), (0.3560168147087097, 0.38799241185188293, -0.02622878924012184)]"
8,Open,Right,"[(0.40533527731895447, 0.5873976349830627, 1.8738920459782094e-07), (0.43856292963027954, 0.559890866279602, -0.015335493721067905), (0.45410269498825073, 0.5098141431808472, -0.018556538969278336), (0.45516496896743774, 0.46763548254966736, -0.02068285457789898), (0.4583509564399719, 0.43427377939224243, -0.022486340254545212), (0.4291670322418213, 0.4515024423599243, -0.0048558772541582584), (0.4304466247558594, 0.4059116542339325, -0.013453002087771893), (0.42891913652420044, 0.37674787640571594, -0.02214667946100235), (0.4260603189468384, 0.3504703640937805, -0.028817178681492805), (0.40774884819984436, 0.44895756244659424, -0.004338822327554226), (0.40767553448677063, 0.3948793411254883, -0.011906052008271217), (0.40613827109336853, 0.36049145460128784, -0.019992535933852196), (0.4039407968521118, 0.33100125193595886, -0.025996103882789612), (0.3883621394634247, 0.4579959511756897, -0.006498773582279682), (0.3862302303314209, 0.40617215633392334, -0.01531341765075922), (0.38552382588386536, 0.373396635055542, -0.022352376952767372), (0.38457903265953064, 0.34442657232284546, -0.0270999763160944), (0.36954963207244873, 0.47604861855506897, -0.010303041897714138), (0.36648282408714294, 0.43507546186447144, -0.019349727779626846), (0.3656344711780548, 0.4076574444770813, -0.023956680670380592), (0.36550456285476685, 0.38016200065612793, -0.02690174989402294)]"
9,Open,Right,"[(0.40548470616340637, 0.5931940674781799, 1.7473114155563962e-07), (0.43859440088272095, 0.5676283240318298, -0.015726571902632713), (0.45512568950653076, 0.5183727145195007, -0.01991407573223114), (0.4582475423812866, 0.47606655955314636, -0.02307841368019581), (0.4633486568927765, 0.44313451647758484, -0.025977129116654396), (0.42952966690063477, 0.45816659927368164, -0.0070107667706906796), (0.4298071563243866, 0.41027629375457764, -0.016502801328897476), (0.4270936846733093, 0.3810408115386963, -0.025749571621418), (0.42310258746147156, 0.3551546335220337, -0.032625000923871994), (0.4080059826374054, 0.45560187101364136, -0.00661325640976429), (0.40789952874183655, 0.40048590302467346, -0.014512022957205772), (0.40621402859687805, 0.3654717803001404, -0.02290014736354351), (0.4036851227283478, 0.33529430627822876, -0.029234478250145912), (0.38881948590278625, 0.4644346833229065, -0.008786559104919434), (0.38721147179603577, 0.4120672047138214, -0.017306575551629066), (0.3863854706287384, 0.37948545813560486, -0.024176504462957382), (0.3846159279346466, 0.35093504190444946, -0.028980758041143417), (0.36981767416000366, 0.482025146484375, -0.01266845315694809), (0.36724451184272766, 0.4403054118156433, -0.021318115293979645), (0.36672836542129517, 0.41273432970046997, -0.025677304714918137), (0.3663122355937958, 0.3858271837234497, -0.028491871431469917)]"
10,Open,Right,"[(0.4072403907775879, 0.5850062966346741, 2.068990454517916e-07), (0.44024649262428284, 0.5576158165931702, -0.01511894166469574), (0.4577910900115967, 0.5103139877319336, -0.019491495564579964), (0.46102315187454224, 0.46847018599510193, -0.022931909188628197), (0.4645569324493408, 0.43549662828445435, -0.02596532553434372), (0.4315003454685211, 0.4497969448566437, -0.006105878856033087), (0.4316188395023346, 0.4022446274757385, -0.015142172574996948), (0.4290001690387726, 0.3737756609916687, -0.02408726140856743), (0.4249149262905121, 0.34734922647476196, -0.030736031010746956), (0.4100261330604553, 0.44742268323898315, -0.005860795266926289), (0.41035670042037964, 0.3934442400932312, -0.013538101688027382), (0.40899547934532166, 0.35864895582199097, -0.021618399769067764), (0.40692976117134094, 0.32834485173225403, -0.027613233774900436), (0.390421062707901, 0.456042617559433, -0.008117481134831905), (0.3892401456832886, 0.4043333828449249, -0.016198208555579185), (0.38850316405296326, 0.3717564344406128, -0.02235277183353901), (0.38760778307914734, 0.3432426452636719, -0.02656654827296734), (0.3708772659301758, 0.4735984802246094, -0.012092646211385727), (0.36863973736763, 0.432571679353714, -0.020091157406568527), (0.3684147894382477, 0.4055384397506714, -0.02366671897470951), (0.368726521730423, 0.3796735405921936, -0.025785282254219055)]"
