,Gesture,Handedness,Landmarks
0,Open,Right,"[(0.33491694927215576, 0.33145079016685486, 4.467412217934452e-09), (0.36260753870010376, 0.31730929017066956, -0.008963750675320625), (0.37959861755371094, 0.2877565324306488, -0.009565615095198154), (0.38571634888648987, 0.2602919936180115, -0.009820543229579926), (0.3877866864204407, 0.23992174863815308, -0.010600423440337181), (0.3569720387458801, 0.2479810118675232, -0.005567297805100679), (0.3604554235935211, 0.21230608224868774, -0.01020633615553379), (0.3612159490585327, 0.19108083844184875, -0.014721816405653954), (0.3615338206291199, 0.17254263162612915, -0.01891292817890644), (0.3402940034866333, 0.24331039190292358, -0.006209849379956722), (0.3386276066303253, 0.20338469743728638, -0.010978165082633495), (0.33782172203063965, 0.1790074110031128, -0.016862735152244568), (0.33665794134140015, 0.15925654768943787, -0.02215423807501793), (0.3256430923938751, 0.24691563844680786, -0.0081335986033082), (0.3217882513999939, 0.20851045846939087, -0.014673857018351555), (0.3207840025424957, 0.18660947680473328, -0.02120114676654339), (0.32056641578674316, 0.1683966964483261, -0.02638455294072628), (0.312449187040329, 0.2574116885662079, -0.010961201041936874), (0.29976242780685425, 0.22951586544513702, -0.018914250656962395), (0.2931853234767914, 0.21083234250545502, -0.02429540455341339), (0.28880420327186584, 0.19432903826236725, -0.02829953283071518)]"
1,Open,Right,"[(0.33491694927215576, 0.33145079016685486, 4.467412217934452e-09), (0.36260753870010376, 0.31730929017066956, -0.008963750675320625), (0.37959861755371094, 0.2877565324306488, -0.009565615095198154), (0.38571634888648987, 0.2602919936180115, -0.009820543229579926), (0.3877866864204407, 0.23992174863815308, -0.010600423440337181), (0.3569720387458801, 0.2479810118675232, -0.005567297805100679), (0.3604554235935211, 0.21230608224868774, -0.01020633615553379), (0.3612159490585327, 0.19108083844184875, -0.014721816405653954), (0.3615338206291199, 0.17254263162612915, -0.01891292817890644), (0.3402940034866333, 0.24331039190292358, -0.006209849379956722), (0.3386276066303253, 0.20338469743728638, -0.010978165082633495), (0.33782172203063965, 0.1790074110031128, -0.016862735152244568), (0.33665794134140015, 0.15925654768943787, -0.02215423807501793), (0.3256430923938751, 0.24691563844680786, -0.0081335986033082), (0.3217882513999939, 0.20851045846939087, -0.014673857018351555), (0.3207840025424957, 0.18660947680473328, -0.02120114676654339), (0.32056641578674316, 0.1683966964483261, -0.02638455294072628), (0.312449187040329, 0.2574116885662079, -0.010961201041936874), (0.29976242780685425, 0.22951586544513702, -0.018914250656962395), (0.2931853234767914, 0.21083234250545502, -0.02429540455341339), (0.28880420327186584, 0.19432903826236725, -0.02829953283071518)]"
2,Open,Right,"[(0.33491694927215576, 0.33145079016685486, 4.467412217934452e-09), (0.36260753870010376, 0.31730929017066956, -0.008963750675320625), (0.37959861755371094, 0.2877565324306488, -0.009565615095198154), (0.38571634888648987, 0.2602919936180115, -0.009820543229579926), (0.3877866864204407, 0.23992174863815308, -0.010600423440337181), (0.3569720387458801, 0.2479810118675232, -0.005567297805100679), (0.3604554235935211, 0.21230608224868774, -0.01020633615553379), (0.3612159490585327, 0.19108083844184875, -0.014721816405653954), (0.3615338206291199, 0.17254263162612915, -0.01891292817890644), (0.3402940034866333, 0.24331039190292358, -0.006209849379956722), (0.3386276066303253, 0.20338469743728638, -0.010978165082633495), (0.33782172203063965, 0.1790074110031128, -0.016862735152244568), (0.33665794134140015, 0.15925654768943787, -0.02215423807501793), (0.3256430923938751, 0.24691563844680786, -0.0081335986033082), (0.3217882513999939, 0.20851045846939087, -0.014673857018351555), (0.3207840025424957, 0.18660947680473328, -0.02120114676654339), (0.32056641578674316, 0.1683966964483261, -0.02638455294072628), (0.312449187040329, 0.2574116885662079, -0.010961201041936874), (0.29976242780685425, 0.22951586544513702, -0.018914250656962395), (0.2931853234767914, 0.21083234250545502, -0.02429540455341339), (0.28880420327186584, 0.19432903826236725, -0.02829953283071518)]"
3,Open,Right,"[(0.33491694927215576, 0.33145079016685486, 4.467412217934452e-09), (0.36260753870010376, 0.31730929017066956, -0.008963750675320625), (0.37959861755371094, 0.2877565324306488, -0.009565615095198154), (0.38571634888648987, 0.2602919936180115, -0.009820543229579926), (0.3877866864204407, 0.23992174863815308, -0.010600423440337181), (0.3569720387458801, 0.2479810118675232, -0.005567297805100679), (0.3604554235935211, 0.21230608224868774, -0.01020633615553379), (0.3612159490585327, 0.19108083844184875, -0.014721816405653954), (0.3615338206291199, 0.17254263162612915, -0.01891292817890644), (0.3402940034866333, 0.24331039190292358, -0.006209849379956722), (0.3386276066303253, 0.20338469743728638, -0.010978165082633495), (0.33782172203063965, 0.1790074110031128, -0.016862735152244568), (0.33665794134140015, 0.15925654768943787, -0.02215423807501793), (0.3256430923938751, 0.24691563844680786, -0.0081335986033082), (0.3217882513999939, 0.20851045846939087, -0.014673857018351555), (0.3207840025424957, 0.18660947680473328, -0.02120114676654339), (0.32056641578674316, 0.1683966964483261, -0.02638455294072628), (0.312449187040329, 0.2574116885662079, -0.010961201041936874), (0.29976242780685425, 0.22951586544513702, -0.018914250656962395), (0.2931853234767914, 0.21083234250545502, -0.02429540455341339), (0.28880420327186584, 0.19432903826236725, -0.02829953283071518)]"
4,Open,Right,"[(0.346700519323349, 0.33948180079460144, 1.0374699144222177e-07), (0.36906203627586365, 0.3219554126262665, -0.01111068669706583), (0.384507417678833, 0.2923998236656189, -0.014582308009266853), (0.39116087555885315, 0.26443690061569214, -0.017194963991642), (0.39469626545906067, 0.24221865832805634, -0.019629642367362976), (0.35932838916778564, 0.2533870041370392, -0.008141952566802502), (0.3601882755756378, 0.21972975134849548, -0.014832817949354649), (0.35916900634765625, 0.19813832640647888, -0.020481349900364876), (0.3579399883747101, 0.17940786480903625, -0.024726128205657005), (0.3437955975532532, 0.2510208487510681, -0.007936893031001091), (0.3400825560092926, 0.21249958872795105, -0.014068583957850933), (0.338545024394989, 0.18779224157333374, -0.019748162478208542), (0.33742445707321167, 0.16707344353199005, -0.024013293907046318), (0.33044785261154175, 0.2560308575630188, -0.009179157204926014), (0.32407742738723755, 0.22122380137443542, -0.015694018453359604), (0.32236915826797485, 0.19908128678798676, -0.02080937847495079), (0.32180967926979065, 0.17977945506572723, -0.024378934875130653), (0.3185141384601593, 0.26721495389938354, -0.011548474431037903), (0.3072589933872223, 0.24221035838127136, -0.018454281613230705), (0.301268607378006, 0.22438082098960876, -0.022222712635993958), (0.2970324158668518, 0.20744283497333527, -0.02456814795732498)]"
5,Open,Right,"[(0.346700519323349, 0.33948180079460144, 1.0374699144222177e-07), (0.36906203627586365, 0.3219554126262665, -0.01111068669706583), (0.384507417678833, 0.2923998236656189, -0.014582308009266853), (0.39116087555885315, 0.26443690061569214, -0.017194963991642), (0.39469626545906067, 0.24221865832805634, -0.019629642367362976), (0.35932838916778564, 0.2533870041370392, -0.008141952566802502), (0.3601882755756378, 0.21972975134849548, -0.014832817949354649), (0.35916900634765625, 0.19813832640647888, -0.020481349900364876), (0.3579399883747101, 0.17940786480903625, -0.024726128205657005), (0.3437955975532532, 0.2510208487510681, -0.007936893031001091), (0.3400825560092926, 0.21249958872795105, -0.014068583957850933), (0.338545024394989, 0.18779224157333374, -0.019748162478208542), (0.33742445707321167, 0.16707344353199005, -0.024013293907046318), (0.33044785261154175, 0.2560308575630188, -0.009179157204926014), (0.32407742738723755, 0.22122380137443542, -0.015694018453359604), (0.32236915826797485, 0.19908128678798676, -0.02080937847495079), (0.32180967926979065, 0.17977945506572723, -0.024378934875130653), (0.3185141384601593, 0.26721495389938354, -0.011548474431037903), (0.3072589933872223, 0.24221035838127136, -0.018454281613230705), (0.301268607378006, 0.22438082098960876, -0.022222712635993958), (0.2970324158668518, 0.20744283497333527, -0.02456814795732498)]"
6,Open,Right,"[(0.346700519323349, 0.33948180079460144, 1.0374699144222177e-07), (0.36906203627586365, 0.3219554126262665, -0.01111068669706583), (0.384507417678833, 0.2923998236656189, -0.014582308009266853), (0.39116087555885315, 0.26443690061569214, -0.017194963991642), (0.39469626545906067, 0.24221865832805634, -0.019629642367362976), (0.35932838916778564, 0.2533870041370392, -0.008141952566802502), (0.3601882755756378, 0.21972975134849548, -0.014832817949354649), (0.35916900634765625, 0.19813832640647888, -0.020481349900364876), (0.3579399883747101, 0.17940786480903625, -0.024726128205657005), (0.3437955975532532, 0.2510208487510681, -0.007936893031001091), (0.3400825560092926, 0.21249958872795105, -0.014068583957850933), (0.338545024394989, 0.18779224157333374, -0.019748162478208542), (0.33742445707321167, 0.16707344353199005, -0.024013293907046318), (0.33044785261154175, 0.2560308575630188, -0.009179157204926014), (0.32407742738723755, 0.22122380137443542, -0.015694018453359604), (0.32236915826797485, 0.19908128678798676, -0.02080937847495079), (0.32180967926979065, 0.17977945506572723, -0.024378934875130653), (0.3185141384601593, 0.26721495389938354, -0.011548474431037903), (0.3072589933872223, 0.24221035838127136, -0.018454281613230705), (0.301268607378006, 0.22438082098960876, -0.022222712635993958), (0.2970324158668518, 0.20744283497333527, -0.02456814795732498)]"
7,Open,Right,"[(0.346700519323349, 0.33948180079460144, 1.0374699144222177e-07), (0.36906203627586365, 0.3219554126262665, -0.01111068669706583), (0.384507417678833, 0.2923998236656189, -0.014582308009266853), (0.39116087555885315, 0.26443690061569214, -0.017194963991642), (0.39469626545906067, 0.24221865832805634, -0.019629642367362976), (0.35932838916778564, 0.2533870041370392, -0.008141952566802502), (0.3601882755756378, 0.21972975134849548, -0.014832817949354649), (0.35916900634765625, 0.19813832640647888, -0.020481349900364876), (0.3579399883747101, 0.17940786480903625, -0.024726128205657005), (0.3437955975532532, 0.2510208487510681, -0.007936893031001091), (0.3400825560092926, 0.21249958872795105, -0.014068583957850933), (0.338545024394989, 0.18779224157333374, -0.019748162478208542), (0.33742445707321167, 0.16707344353199005, -0.024013293907046318), (0.33044785261154175, 0.2560308575630188, -0.009179157204926014), (0.32407742738723755, 0.22122380137443542, -0.015694018453359604), (0.32236915826797485, 0.19908128678798676, -0.02080937847495079), (0.32180967926979065, 0.17977945506572723, -0.024378934875130653), (0.3185141384601593, 0.26721495389938354, -0.011548474431037903), (0.3072589933872223, 0.24221035838127136, -0.018454281613230705), (0.301268607378006, 0.22438082098960876, -0.022222712635993958), (0.2970324158668518, 0.20744283497333527, -0.02456814795732498)]"
8,Open,Right,"[(0.346700519323349, 0.33948180079460144, 1.0374699144222177e-07), (0.36906203627586365, 0.3219554126262665, -0.01111068669706583), (0.384507417678833, 0.2923998236656189, -0.014582308009266853), (0.39116087555885315, 0.26443690061569214, -0.017194963991642), (0.39469626545906067, 0.24221865832805634, -0.019629642367362976), (0.35932838916778564, 0.2533870041370392, -0.008141952566802502), (0.3601882755756378, 0.21972975134849548, -0.014832817949354649), (0.35916900634765625, 0.19813832640647888, -0.020481349900364876), (0.3579399883747101, 0.17940786480903625, -0.024726128205657005), (0.3437955975532532, 0.2510208487510681, -0.007936893031001091), (0.3400825560092926, 0.21249958872795105, -0.014068583957850933), (0.338545024394989, 0.18779224157333374, -0.019748162478208542), (0.33742445707321167, 0.16707344353199005, -0.024013293907046318), (0.33044785261154175, 0.2560308575630188, -0.009179157204926014), (0.32407742738723755, 0.22122380137443542, -0.015694018453359604), (0.32236915826797485, 0.19908128678798676, -0.02080937847495079), (0.32180967926979065, 0.17977945506572723, -0.024378934875130653), (0.3185141384601593, 0.26721495389938354, -0.011548474431037903), (0.3072589933872223, 0.24221035838127136, -0.018454281613230705), (0.301268607378006, 0.22438082098960876, -0.022222712635993958), (0.2970324158668518, 0.20744283497333527, -0.02456814795732498)]"
9,Open,Right,"[(0.346700519323349, 0.33948180079460144, 1.0374699144222177e-07), (0.36906203627586365, 0.3219554126262665, -0.01111068669706583), (0.384507417678833, 0.2923998236656189, -0.014582308009266853), (0.39116087555885315, 0.26443690061569214, -0.017194963991642), (0.39469626545906067, 0.24221865832805634, -0.019629642367362976), (0.35932838916778564, 0.2533870041370392, -0.008141952566802502), (0.3601882755756378, 0.21972975134849548, -0.014832817949354649), (0.35916900634765625, 0.19813832640647888, -0.020481349900364876), (0.3579399883747101, 0.17940786480903625, -0.024726128205657005), (0.3437955975532532, 0.2510208487510681, -0.007936893031001091), (0.3400825560092926, 0.21249958872795105, -0.014068583957850933), (0.338545024394989, 0.18779224157333374, -0.019748162478208542), (0.33742445707321167, 0.16707344353199005, -0.024013293907046318), (0.33044785261154175, 0.2560308575630188, -0.009179157204926014), (0.32407742738723755, 0.22122380137443542, -0.015694018453359604), (0.32236915826797485, 0.19908128678798676, -0.02080937847495079), (0.32180967926979065, 0.17977945506572723, -0.024378934875130653), (0.3185141384601593, 0.26721495389938354, -0.011548474431037903), (0.3072589933872223, 0.24221035838127136, -0.018454281613230705), (0.301268607378006, 0.22438082098960876, -0.022222712635993958), (0.2970324158668518, 0.20744283497333527, -0.02456814795732498)]"
