,Gesture,Handedness,Landmarks
0,OK,Right,"[(0.2374216765165329, 0.843993604183197, 1.3227368356183433e-07), (0.29354992508888245, 0.8176401853561401, 0.011293871328234673), (0.3295775055885315, 0.7792816162109375, 0.012083496898412704), (0.35777443647384644, 0.7577013969421387, 0.005810082890093327), (0.38204658031463623, 0.7302062511444092, 0.0013172186445444822), (0.29840484261512756, 0.6852858066558838, 0.02873539924621582), (0.3414064645767212, 0.6576876640319824, 0.007436638697981834), (0.36660701036453247, 0.6817083358764648, -0.013424351811408997), (0.3809836804866791, 0.7140375971794128, -0.023904375731945038), (0.28834041953086853, 0.6760734915733337, 0.010004235431551933), (0.32109370827674866, 0.6127158999443054, -0.00021922349696978927), (0.35421833395957947, 0.5868074893951416, -0.010867672972381115), (0.38089659810066223, 0.5771225690841675, -0.017685623839497566), (0.2782634198665619, 0.6816864013671875, -0.013001982122659683), (0.30848658084869385, 0.6160686016082764, -0.02241472527384758), (0.3354145884513855, 0.58149653673172, -0.027048369869589806), (0.35826417803764343, 0.5584660768508911, -0.029453614726662636), (0.27348026633262634, 0.6971498131752014, -0.036754533648490906), (0.2941220700740814, 0.6480987668037415, -0.0440559946000576), (0.30723342299461365, 0.6125152707099915, -0.04385264962911606), (0.31932106614112854, 0.5835810303688049, -0.042722150683403015)]"
1,OK,Right,"[(0.2379491776227951, 0.8408922553062439, 1.4150234051157895e-07), (0.2911513149738312, 0.8144189715385437, 0.005868131294846535), (0.3283976912498474, 0.7743553519248962, 0.004407457076013088), (0.35847434401512146, 0.7523834705352783, -0.0025742612779140472), (0.3797147274017334, 0.7228794097900391, -0.007798690814524889), (0.29928112030029297, 0.6816115379333496, 0.01796869933605194), (0.3410860002040863, 0.6525611877441406, -0.003992470912635326), (0.3661509156227112, 0.6770979762077332, -0.023651674389839172), (0.3812723159790039, 0.7093012928962708, -0.03364982083439827), (0.2898111939430237, 0.6738898158073425, 0.0019052759744226933), (0.3192753195762634, 0.6096619367599487, -0.01055227592587471), (0.3513699769973755, 0.5824534893035889, -0.021984711289405823), (0.3785812556743622, 0.5698878765106201, -0.029760131612420082), (0.27866145968437195, 0.6810612678527832, -0.01827884092926979), (0.30665865540504456, 0.6139031052589417, -0.030247773975133896), (0.33269253373146057, 0.5785031318664551, -0.03723509982228279), (0.3556991219520569, 0.5546365976333618, -0.04139835014939308), (0.2712761163711548, 0.6981983780860901, -0.03930069878697395), (0.29008132219314575, 0.6486423015594482, -0.04929088428616524), (0.3029082119464874, 0.6111156940460205, -0.052001602947711945), (0.3152621388435364, 0.58045494556427, -0.05317926034331322)]"
2,OK,Right,"[(0.25680845975875854, 0.8171128034591675, 1.8199139617536275e-07), (0.3092305064201355, 0.793712854385376, 0.006726033054292202), (0.3450987935066223, 0.7526987791061401, 0.005643417593091726), (0.3748510479927063, 0.7290707230567932, -0.0015709457220509648), (0.40019744634628296, 0.70018470287323, -0.007077477406710386), (0.3160422444343567, 0.6591112613677979, 0.02327520214021206), (0.3604075610637665, 0.6291564702987671, 0.002240924397483468), (0.38517773151397705, 0.6526616215705872, -0.016999466344714165), (0.3994629979133606, 0.6871244311332703, -0.02616349793970585), (0.3068385422229767, 0.6491801738739014, 0.007441107649356127), (0.3384394645690918, 0.5859594345092773, -0.003480135928839445), (0.36984485387802124, 0.5607521533966064, -0.013895988464355469), (0.3968060612678528, 0.550891637802124, -0.020359482616186142), (0.29603132605552673, 0.6546667814254761, -0.012792112305760384), (0.3253841996192932, 0.5884976387023926, -0.023104047402739525), (0.35253679752349854, 0.5534833669662476, -0.02892838977277279), (0.3767605125904083, 0.5318567752838135, -0.031988587230443954), (0.28904399275779724, 0.6697401404380798, -0.03395817428827286), (0.3084764778614044, 0.6186603903770447, -0.04245096817612648), (0.32204771041870117, 0.579925537109375, -0.04439421743154526), (0.3354603946208954, 0.5496208071708679, -0.04491773247718811)]"
3,OK,Right,"[(0.27286162972450256, 0.7906081676483154, 1.1792477039307414e-07), (0.3274734914302826, 0.7650760412216187, 0.011408094316720963), (0.3642365634441376, 0.7292769551277161, 0.012666222639381886), (0.39369988441467285, 0.7083793878555298, 0.007016098592430353), (0.4162214696407318, 0.6815674304962158, 0.002934755990281701), (0.3355787992477417, 0.6384217739105225, 0.027690917253494263), (0.37697312235832214, 0.6104055047035217, 0.007242103572934866), (0.4003259837627411, 0.6349196434020996, -0.012036340311169624), (0.4140270948410034, 0.6678246259689331, -0.021437449380755424), (0.32603633403778076, 0.6287694573402405, 0.009464395232498646), (0.35897886753082275, 0.5652567148208618, -0.0009899073047563434), (0.3901028633117676, 0.5404801368713379, -0.010888407938182354), (0.4162035882472992, 0.530458927154541, -0.017037974670529366), (0.31582558155059814, 0.633095920085907, -0.012938093394041061), (0.34656062722206116, 0.569584846496582, -0.022469012066721916), (0.37294453382492065, 0.5349075794219971, -0.0273341853171587), (0.396380752325058, 0.5125339031219482, -0.029816171154379845), (0.31003254652023315, 0.6457961797714233, -0.03606414794921875), (0.3297090530395508, 0.5955074429512024, -0.04369238018989563), (0.3433759808540344, 0.5580442547798157, -0.044688932597637177), (0.3571549952030182, 0.5283333659172058, -0.044588759541511536)]"
4,OK,Right,"[(0.29431408643722534, 0.7628048062324524, 1.1972335300924897e-07), (0.34690243005752563, 0.7392750978469849, 0.006794127635657787), (0.383449912071228, 0.7047863602638245, 0.006516983266919851), (0.41232481598854065, 0.6841034293174744, 0.0002938273537438363), (0.43384912610054016, 0.6553590893745422, -0.00425126263871789), (0.3563024699687958, 0.6150675415992737, 0.02453799918293953), (0.3961399495601654, 0.5874291062355042, 0.004819729831069708), (0.41866403818130493, 0.6106438636779785, -0.014457021839916706), (0.4321369230747223, 0.6399043202400208, -0.02430369146168232), (0.3475477993488312, 0.6047571897506714, 0.009112752974033356), (0.3771199584007263, 0.5433021783828735, -0.0013759008143097162), (0.4064692556858063, 0.519644558429718, -0.012205028906464577), (0.4314548969268799, 0.5092209577560425, -0.0192774198949337), (0.33723223209381104, 0.6075418591499329, -0.01065674889832735), (0.36459699273109436, 0.5453705787658691, -0.01981804333627224), (0.389724463224411, 0.5108267664909363, -0.025416167452931404), (0.41275137662887573, 0.48788541555404663, -0.028600307181477547), (0.3300759196281433, 0.6185200214385986, -0.03157426416873932), (0.34898340702056885, 0.5679563879966736, -0.03841449320316315), (0.3622993230819702, 0.5304879546165466, -0.039617590606212616), (0.3758270740509033, 0.5008467435836792, -0.039934270083904266)]"
5,OK,Right,"[(0.3143361508846283, 0.7378456592559814, 1.240528177959277e-07), (0.3652130663394928, 0.7161709666252136, 0.006958592217415571), (0.39980348944664, 0.6838482618331909, 0.007042200304567814), (0.4284674823284149, 0.6645874977111816, 0.0009947717189788818), (0.45014676451683044, 0.6334949731826782, -0.003271210240200162), (0.37378838658332825, 0.5939823985099792, 0.02762327902019024), (0.41357293725013733, 0.5695672035217285, 0.007333908695727587), (0.4351370334625244, 0.5940033197402954, -0.013810521923005581), (0.4481425881385803, 0.6237854361534119, -0.024801939725875854), (0.3657279312610626, 0.5827186703681946, 0.012297560460865498), (0.39528265595436096, 0.5239092111587524, 0.003646974451839924), (0.4242086708545685, 0.49895963072776794, -0.006951743271201849), (0.4499920904636383, 0.4870902895927429, -0.014229606837034225), (0.3560740351676941, 0.5839632749557495, -0.007679956965148449), (0.38497626781463623, 0.5253716111183167, -0.015011971816420555), (0.41049647331237793, 0.4922921061515808, -0.019154492765665054), (0.4341388940811157, 0.4709303379058838, -0.021424829959869385), (0.3499283492565155, 0.5937394499778748, -0.029016708955168724), (0.3689243197441101, 0.5437901616096497, -0.034709855914115906), (0.3812733292579651, 0.5073026418685913, -0.03437028080224991), (0.3940734267234802, 0.4787626564502716, -0.03333878144621849)]"
6,OK,Right,"[(0.31418323516845703, 0.7328516840934753, 1.3527598241580563e-07), (0.3642558753490448, 0.7126096487045288, 0.004213999956846237), (0.39892029762268066, 0.6798394918441772, 0.0032358532771468163), (0.4279578626155853, 0.6605797410011292, -0.0032693403773009777), (0.4506552815437317, 0.6299332976341248, -0.007872996851801872), (0.3744826018810272, 0.5899822115898132, 0.02403806895017624), (0.4134432375431061, 0.5651711821556091, 0.002567053772509098), (0.43522119522094727, 0.5899448990821838, -0.019016703590750694), (0.4490479826927185, 0.6199615597724915, -0.030170317739248276), (0.36625343561172485, 0.5785725116729736, 0.00995573028922081), (0.3956771790981293, 0.5193984508514404, 5.4499367251992226e-05), (0.4245663285255432, 0.49450328946113586, -0.010770624503493309), (0.4506434500217438, 0.48257166147232056, -0.017861120402812958), (0.35621756315231323, 0.58026123046875, -0.00894075445830822), (0.3847878575325012, 0.5209017395973206, -0.0177389457821846), (0.41014280915260315, 0.48714160919189453, -0.022267503663897514), (0.4340624213218689, 0.4652630686759949, -0.024331388995051384), (0.3492913544178009, 0.5907416343688965, -0.029326947405934334), (0.368237167596817, 0.5405752062797546, -0.03631806746125221), (0.3807828426361084, 0.5033750534057617, -0.036554258316755295), (0.3940749764442444, 0.47436025738716125, -0.03558914735913277)]"
7,OK,Right,"[(0.31491705775260925, 0.7204501032829285, 1.487683221057523e-07), (0.36698204278945923, 0.6989760994911194, 0.0070116412825882435), (0.40212997794151306, 0.6668490767478943, 0.0072500514797866344), (0.4313577711582184, 0.6475692391395569, 0.0011292139533907175), (0.4556843042373657, 0.6179550290107727, -0.003150990465655923), (0.37718665599823, 0.5763740539550781, 0.02967488206923008), (0.4174300730228424, 0.553227424621582, 0.00989654753357172), (0.44016435742378235, 0.5784129500389099, -0.01113983802497387), (0.4537792205810547, 0.6079088449478149, -0.022055968642234802), (0.36948978900909424, 0.5650541186332703, 0.014393028803169727), (0.39974358677864075, 0.5081669688224792, 0.005559625569730997), (0.4300139248371124, 0.48546260595321655, -0.005359787028282881), (0.45640087127685547, 0.4753721356391907, -0.012570043094456196), (0.35972827672958374, 0.5665042996406555, -0.005648603197187185), (0.389329195022583, 0.5071938037872314, -0.013298491947352886), (0.4156777560710907, 0.4757368564605713, -0.017683735117316246), (0.43973278999328613, 0.4562385082244873, -0.019685864448547363), (0.3527870774269104, 0.5765146017074585, -0.027055993676185608), (0.37353426218032837, 0.5262942314147949, -0.03262034058570862), (0.38626593351364136, 0.48905229568481445, -0.03225468844175339), (0.39869269728660583, 0.46062180399894714, -0.03098871372640133)]"
8,OK,Right,"[(0.31774356961250305, 0.7035967111587524, 1.6774257005636173e-07), (0.36749210953712463, 0.6858139038085938, 0.0031239038798958063), (0.40306729078292847, 0.6541248559951782, 0.0025320863351225853), (0.4327412247657776, 0.6349051594734192, -0.003429763251915574), (0.45635688304901123, 0.6047223210334778, -0.007279480807483196), (0.3797549307346344, 0.5628703236579895, 0.02616787888109684), (0.41912397742271423, 0.54072505235672, 0.0060703144408762455), (0.44167158007621765, 0.5663045644760132, -0.01508675143122673), (0.4554327130317688, 0.5960108041763306, -0.025920715183019638), (0.3728838264942169, 0.5504372119903564, 0.01344481110572815), (0.40223997831344604, 0.4939377009868622, 0.004444580525159836), (0.4332253336906433, 0.4722253680229187, -0.006242562551051378), (0.46064621210098267, 0.46383553743362427, -0.012991664931178093), (0.36322492361068726, 0.550724983215332, -0.004209522623568773), (0.39115166664123535, 0.49055516719818115, -0.01214764453470707), (0.4178686738014221, 0.4589122533798218, -0.016678111627697945), (0.4427007734775543, 0.4400036334991455, -0.018424004316329956), (0.3554450571537018, 0.5599622130393982, -0.02346077375113964), (0.37572768330574036, 0.5098029375076294, -0.029107090085744858), (0.3892074525356293, 0.47295942902565, -0.028826311230659485), (0.4023485481739044, 0.4452815651893616, -0.027344830334186554)]"
9,OK,Right,"[(0.3180256485939026, 0.6756668090820312, 1.957021709131368e-07), (0.36681464314460754, 0.6584333181381226, -0.0011564652668312192), (0.4021582007408142, 0.6309083104133606, -0.004857298452407122), (0.43202751874923706, 0.6124163866043091, -0.013330684043467045), (0.4544838070869446, 0.5797951817512512, -0.01982170343399048), (0.3803703486919403, 0.5386833548545837, 0.019534898921847343), (0.41780906915664673, 0.5157695412635803, -0.001026394427753985), (0.43947210907936096, 0.5396780967712402, -0.020866885781288147), (0.4533550441265106, 0.5683408379554749, -0.03095405548810959), (0.3736719787120819, 0.5254747271537781, 0.007977444678544998), (0.40193837881088257, 0.46904435753822327, -0.002880232408642769), (0.43257442116737366, 0.44765713810920715, -0.013491615653038025), (0.4603123068809509, 0.4396607279777527, -0.02006535418331623), (0.3632890582084656, 0.5254244208335876, -0.008626596070826054), (0.3891337513923645, 0.46535250544548035, -0.018868401646614075), (0.4161950945854187, 0.4331932067871094, -0.02431652322411537), (0.44166383147239685, 0.4142225384712219, -0.02652107924222946), (0.35403716564178467, 0.5355923175811768, -0.02700633369386196), (0.3725563883781433, 0.48596903681755066, -0.03449215739965439), (0.3859409689903259, 0.4480430781841278, -0.03533428534865379), (0.39879393577575684, 0.42000943422317505, -0.0346536710858345)]"
